clean_text,label
벚꽃 축제 일정 잡 았 다며 ? 설렘 벌써 무르익 었 어 . 야경 조명 까지 켜진다 길래 삼각대 챙겼 지 . 인파 많 아도 먹거리 라인업 우선 지 . 설렘 에 도시락 까지 직접 싸 본다니까 . 하이라이트 는 분홍 터널 사진 각이 야 . 돌아올 땐 꽃잎 잔뜩 묻 은 신발 추억 겠 지 . 설렘 으로 주 스트레스 다 털린다 .,4
"신입 사원 교육 자료 또 바뀌 었 다네 , 짜증 좀 난다 . 지난주 밤새 수정 했 는데 템플 릿 을 다시 바꾼다고 ? 그래도 초 있 어 빨리 조정 가능 하 대 . 짜증 은 잠깐 , 이번 에 자동 화 매크로 넣 어 두 자 . 다음 변경 엔 버튼 번 면 끝 지 . 커피 값 매크로 보다 비싼 시대 라니까 . 오늘 야근 은 줄어들 겠 지 ?",4
"오늘 새벽 유성우 봤 냐고 ? 놀람 말 못 해 . 다섯 개 연속 으로 떨어지 는 건 처음 었 어 . 놀라 서 소원 빌 다 타이밍 놓쳤 다니까 . 다음 피크 는 새벽 세 시 래 , 또 달릴 거 야 ? 핫초코 미리 끓여서 손 녹이 자 . 생각 보다 하늘 맑 아서 별도 선명 했 어 . 놀람 으로 밤샘 했 지만 전혀 피곤 하 지 않 아 .",4
"부장 님 즉석 출장 발표 맡기 셨 다며 ? 긴장감 폭발 겠 다 . 준비 된 자료 가 있 어서 그나마 안도 했 지 . 긴장 할수록 목소리 가 작아지 는 게 야 . 오늘 점심 시간 에 회의실 예약 모 의 발표 할래 ? 좋 아 , 타이머 켜 고 QA 시뮬레이션 하 자 . 긴장감 연습량 앞 에선 힘 못 쓰 더라 . 발표 끝 나 고 치즈케이크 자축 !",4
"동생 첫 월급 탔 다고 부모 님 께 용돈 드렸 대 , 뿌듯 함 크 지 . 나 처음 엔 떨리 는 손 으로 봉투 건넸 던 기억 . 부모 님 미소 가 월급 보다 값 졌 지 . 뿌듯 함 어서 저녁상 차려 드린다 던데 ? 식탁 위 에 케이크 까지 풀 세팅 라네 . 이런 날 은 가족 사진 장 남겨야 해 . 성장 과정 한눈 에 보이 잖아 .",4
기숙사 온수 고장 라 불안 했 는데 오늘 수리 된다네 . 지난 밤 찬물 샤워 는 진짜 악몽 었 어 . 불안 전기 포트 물 데워 쓰 다니 원시 시대 같 았 다 . 기사 님 오전 예약 라니 천만다행 . 수리 끝 나 면 히터 필터 체크 해 달 라 요청 했 어 . 불안 은 연락 통 으로 많이 줄 더라 . 오늘 밤 엔 뜨끈 샤워 파티 다 .,4
"친구 가 즉흥 으로 제주도 항공권 잡 았 다더라 , 설렘 전염 됐 어 . 비수기 프로모션 가격 라는 데 귀 가 솔깃 . 설렘 커서 PTO 신청서 이미 작성 했 지 . 렌터카 예약 은 네 담당 야 , 잊 지 마 . 감귤 따 기 체험 리스트 넣 자 . 날씨 맑 음 예 보 라니 타이밍 완벽 해 . 설렘 은 계획 세울 가장 달콤 하 다 .",4
"프로젝트 코드 충돌 슈 해결 했 다며 ? 만족감 제대로 겠 네 . 새벽 까지 머리 싸맸 으니 자격 있 어 . 테스트 케이스 초록 불 뜨 는 순간 소리 질렀 지 . 만족감 덕분 에 커밋 메시지 에 하트 가 날아다니 더라 . 기세 리 팩터링 까지 갈까 ? 좋 아 , 배포 전 에 빚 을 털 어야 평안 하 지 . 오늘 퇴근길 바람 가볍 겠 다 .",4
"사촌 결혼식 사회 맡 아 달 라고 ? 섭섭 함 조금 있 네 . 전 에 는 상의 라도 했 어야지 , 너무 갑작 스러워 . 섭섭 함 풀릴 있 게 대본 미리 줄 거 라더라 . 리허설 멘 트 수정 자유 라니까 한숨 돌렸 지 . 첫 사회 라 긴장 돼도 가족 니 괜찮 겠 지 . 섭섭 함 대신 웃음 으로 식장 채워 보 자 . 연습 후 고기 코스 전하 자구 .",4
새로 산 식기 세트 첫 개시 라 설렘 가득 . 화이트 접시 에 알 리오 올리 오 색감 살 아 . 설렘 터져서 촛불 켰 다니까 . 사진 찍 어 SNS 올렸 더니 댓글 폭발 했 어 . 음식 맛 플라시보 두 배 . 설거지 기분 남 달라 . 작 은 아이템 하루 를 바꿔 .,4
알람 세 번 넘겼 다며 ? 귀찮 음 이불 속 승리 했 군 . 겨우 일어나 보 니 지각 3 분 전 었 어 . 귀찮 음 이길 방법 찾 았 다더니 뭔데 ? 알 람 끄 려면 풀 어야 하 는 앱 설치 했 지 . 수학 라니 나 귀찮 아서 각성 하 겠 다 . 그래도 효과 는 확실 하 대 . 내일 아침 리뷰 기대 .,4
"전자책 리더 기 샀 는데 눈 피로 가 확 줄 었 어 , 만족감 최고 . 백라이트 끈 상태 글씨 선명 게 신 세계 더라 . 만족감 에 새벽 까지 읽 다 늦잠 . 페이지 넘어가 는 소리 없 는 게 제일 좋 지 . 다음 달 구독 권 할인 까지 노려야 겠다 . 혼자 만 알 기 아쉬우 니 북 클럽 열 자 . 독서 모드 가 삶 의 모드 가 될 듯 .",4
"학교 축제 라인업 공개 됐 는데 놀람 흥분 함께 야 . 90 년 대 레전드 밴드 가 온다고 ? 흥분 바로 노래방 예습 예약 했 다 . 무대 앞 자리 는 새벽 줄 서야 한다네 . 좋 아 , 돗자리 간식 은 내 가 챙길 게 . 놀람 을 에너지 바꿔 시험 기간 버티 자 . 축제 날 만 손꼽 아 기다린다 .",4
아파트 주차 칸 두 고 갈등 생겨 짜증 올라왔 어 . 옆집 선 긋 기 지키 고 삐뚤 게 세웠 다니까 . 관리 실 에 말 했 더니 문자 발송 해 준대 . 짜증 나 직접 대화 는 피하 고 싶 더라 . 내 차 긁힐 까 불안 게 제일 컸 어 . 오늘 은 빈 칸 으로 임시 이동 했 지 . 평화 계약 빨리 이루어지 길 .,4
팀 Slack 채널 에 고양이 사진 폭탄 떨어져 심심 함 사라졌 어 . 회의 대기 중 에 다 하트 눌러 대 더라 . 심심 함 보다 힐링 먼저 였 지 . 덕분 에 아이디어 회의 부드러웠 어 . 다음 엔 강아지 파티 예고 됐 대 . 이런 소소 이벤트 가 팀 분위기 살린다 . 심심 함 탈출 은 털 복 숭이 가 정답 .,4
"새 이불 커버 배송 왔 는데 편안 함 침대 넘친다 . 면 촉감 부드러워서 바로 낮잠 모드 . 편안 함 유지 하 느라 휴대폰 무음 으로 . 저녁 엔 책 읽 다가 스르르 잠들 듯 . 침실 분위기 가 호텔 급 야 . 카페인 끊 고 숙 면 루틴 시작 . 편안 함 투자 , 성공 적 !",4
친구 주말 플리 마켓 부스 신청 했 다며 ? 설렘 에 손 근질 . 빈티지 데님 준비 거 보고 감탄 했 어 . 택 붙이 기 작업 만 해도 시간 순삭 . 설렘 으로 가격표 디자인 까지 신경 썼 다니까 . 손 님 올 멘 트 연습 했 지 . 매진 되 면 저녁 은 고깃집 각 . 첫 경험 설렘 매출 이어지 길 !,4
